,tgt,label,node1,node2,nodes,ctx
5080,Dort steht Koo erneut goldrichtig und schiebt genau ins linke Eck ein .,A0 A1 A0 A1,0 2 2 4,1 1 3 3,Koo einschieben Eck ins link,ticker
5081,"Schäfer und Klose eilen zum langen Pfosten , können die Kopfballablage von Jendrisek aber nicht verhindern .",A0 A1 A0 A1,0 2 3 2,1 1 4 4,Schäfer eilen Pfosten Klose eilen,ticker
5082,"Wieder leitet Rafinha ein , Müller legt aus dem Fünfmeterraum mit dem Rücken zum Tor ab und Lewandowski vollstreckt aus rund sieben Metern mit einem harten Flachschuss .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8 4 10,1 1 3 3 5 5 7 7 9 9,Müller ablegen Fünfmeterraum vollstreckt Meter der Rücken zum Tor meter sieben,ticker
5083,Alaba und Lewandowski beraten sich .,A0 A1 A0 A1,0 2 3 2,1 1 4 4,Alaba beraten sich Lewandowski beraten,ticker
5084,"Nach genau zwei Minuten nutzten die Gastgeber einen Fehler der Wolfsburger im Aufbauspiel , schalteten schnell um und gingen durch den coolen Kramaric in Front .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 2 8 2 10 2 12 8 7,1 1 3 3 5 5 7 7 9 9 11 11 13 13,Gastgeber nutzen Fehler gehen Kramaric gehen Front zwei Minute der Wolfsburger im Aufbauspiel nach,report
5085,"Zuber überspielt Stambouli auf linken Seite , nimmt den Kopf hoch und findet Geiger , der aus 18 Metern flach ins linke Eck einschießt .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 4 8 4 10 4 12,1 1 3 3 5 5 7 7 9 9 11 11,Stambouli finden Geiger einschießen Meter einschießen Eck meter flachen meter 18 ins link,ticker
5086,"Die Bayern verteidigen ihre linke Seite zu zaghaft , Levels setzt nach , spielt Herrmann an , der flankt sofort .",A0 A1 A0 A1,0 2 2 4,1 1 3 3,Bayer verteidigen Seite mein link,ticker
5087,Doch Meier ist handlungsschneller als sein Gegenspieler und hämmert Augenblicke später den Ball mit links unter die Querlatte .,A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8,1 1 3 3 5 5 7 7,Meier hämmern Augenblicke hämmern ballen mit links der Querlatte,ticker
5088,Bittencourt dringt über das linke Sechzehnereck in den Strafraum ein und knallt den Ball mit links aus acht Metern in den rechten Winkel !,A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 2 8 6 10 6 12 6 14 6 16 12 11,1 1 3 3 5 5 7 7 9 9 11 11 13 13 15 15 17 17,Bittencourt eindringen Sechzehnereck eindringen Strafraum knallen ballen der link mit links acht Meter der recht recht winkeln aus,ticker
5089,"Der Angreifer sicherte im Mittelfeld den Ball und spielte auf Kuranyi , der rechts enteilte und dann diagonal links in den Strafraum passte , wo der mitgelaufene Farfan aus fünf Metern ins kurze Eck einnetzte .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 5 7 7 9 10 12 10 14 12 16 12 18,1 1 3 3 6 6 8 8 11 11 13 13 15 15 17 17,Angreifer sichern ballen im Mittelfeld Kuranyi passte Strafraum passte links Farfan einnetzte Meter einnetzte Eck meter fünf ins kurze,report
5090,"Müllers nimmt Tempo auf und wartet solange , bis Holtby den nicht aufpassenden Weigl überholt .",A0 A1 A0 A1 A0 A1,0 2 0 4 4 6,1 1 3 3 5 5,Müller aufnehmen Tempo überholen Weigl bis Holtby,ticker
5091,Die Entscheidung : Nach einem Einwurf köpft Insua unglücklich nach hinten und serviert damit in den Lauf von Raffael .,A0 A1 A0 A1,0 2 2 4,1 1 3 3,Entscheidung servieren laufen von Raffael,ticker
5092,Dort haben die 96er eine Überzahl und Abdellaoue nutzt diese mit dem Anschlusstreffer .,A0 A1 A0 A1 A0 A1,0 2 2 4 5 2,1 1 3 3 6 6,96er haben Abdellaoue der Anschlusstreffer überzahlen haben,ticker
5093,"Bei einer Hereingabe von Abdessadki steht Tasci viel zu weit weg von Idrissou , der sich artig bedankt und aus neun Metern in den rechten Winkel köpft .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8 6 10 6 12 6 14 12 16 12 18,1 1 3 3 5 5 7 7 9 9 11 11 13 13 15 15 17 17,Tasci stehen Hereingabe zu weit von Idrissou von Abdessadki bedanken sich köpfen Meter köpfen winkeln meter neun der recht,ticker
5094,"Kruse muss hin , legt die Kugel aber unfreiwillig vor die Füße von Herrmann .",A0 A1 A0 A1 A0 A1,0 2 2 4 2 6,1 1 3 3 5 5,Kruse legen kugeln der Fuß von Herrmann,ticker
5095,"Der Freistoß von Rudy kommt scharf auf das Tor zu , Freiburg kann nicht konsequent abwehren und Delpierre stochert das Rund aus kurzer Distanz über die Linie .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 5 7 7 9 7 11 9 8,1 1 3 3 6 6 8 8 10 10 12 12,Rudy zukommen Freistoß zukommen Tor Delpierre stochern Rund kurz Distanz der Linie aus,ticker
5096,"Doch der Rückpass missriet gründlich und wurde zur Vorlage für Ramos , der den Mainzer Keeper überlupfte und den Ball dann im Laufduell gegen Kirchhoff über die Linie drückte .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 4 6 4 8 4 10,1 1 3 3 5 5 7 7 9 9,Ramos überlupfte Keeper drücken ballen im Laufduell der Linie gegen Kirchhoff,report
5097,"Der Keeper aber war herausgeeilt , Seferovic roch den Braten und schoss die Kugel ins leere Tor , die Entscheidung .",A0 A1 A0 A1 A0 A1,0 2 0 4 4 6,1 1 3 3 5 5,Seferovic riechen Braten schoss kugeln leer Tor,report
5098,Huszti narrt Mlapa am rechten Flügel und flankt nach innen .,A0 A1 A0 A1 A0 A1,0 2 2 4 4 3,1 1 3 3 5 5,Huszti narren Mlapa recht Flügel am,ticker
5099,in der Mitte überspringt Russ Wollscheid und nickt ins linke Eck ein .,A0 A1 A0 A1 A0 A1,0 2 0 4 4 6,1 1 3 3 5 5,Wollscheid überspringen Mitte einnicken Eck ins link,ticker
5100,Eher zufällig fliegt Zambranos Pass aus dem Mittelfeld in den Lauf von Meier .,A0 A1 A0 A1,0 2 2 4,1 1 3 3,Pass fliegen laufen von Meier,ticker
5101,Luiz Gustavo schnappte sich die Kugel von Frings .,A0 A1 A0 A1 A0 A1,0 2 2 4 2 6,1 1 3 3 5 5,Luiz schnappen sich der kugeln von Frings,report
5102,Caligiuri zielt aus seiner Sicht nach links und trifft mithilfe des Innenpfostens .,A0 A1 A0 A1 A0 A1,0 2 0 4 2 6,1 1 3 3 5 5,Caligiuri zielen Sicht treffen Innenpfostens nach links,ticker
5103,Sané wird unter Druck gesetzt und spielt deshalb einen kapitalen Fehlpass direkt in die Beine von Bellarabi .,A0 A1 A0 A1 A0 A1,0 2 2 4 2 6,1 1 3 3 5 5,Sané spielen Fehlpass der Bein von Bellarabi,ticker
5104,"Den von Bicakcic abgefälschten Schuss wehrt Davari mit dem Fuß zu Allagui ab , der ins rechte Toreck einschiebt !",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8 8 10 10 12,1 1 3 3 5 5 7 7 9 9 11 11,Davari abwehren Schuss der fußen von Bicakcic zu Allagui einschieben Toreck ins rechte,ticker
5105,Links steckt Kolasinac auf Burgstaller durch .,A0 A1,0 2,1 1,Kolasinac durchstecken Burgstaller,ticker
5106,Farfan leitet einen Konter ein und schließt ihn ab :,A0 A1,0 2,1 1,Farfan einleiten kontern,ticker
5107,Plattenhardt bringt eine Ecke von links in die Mitte .,A0 A1 A0 A1 A0 A1,0 2 2 4 2 6,1 1 3 3 5 5,Plattenhardt bringen Ecke von links der Mitte,ticker
5108,"Exakt auf Ulreich , doch dieser lässt den Ball ins Netz passieren .",A0 A1 A0 A1,0 2 2 4,1 1 3 3,Arnold lässt ballen ins Netz,ticker
5109,"Esswein legte den Ball flach in den Strafraum und fand Selke , der traf aus zwölf Metern ins rechte Eck und ärgerte damit seinen ehemaligen Arbeitgeber .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8 4 10 4 12 4 14 10 16 10 18,1 1 3 3 5 5 7 7 9 9 11 11 13 13 15 15 17 17,Esswein legen ballen finden Selke ballen flachen der Strafraum treffen Meter treffen Eck ärgern Arbeitgeber meter zwölf ins rechte,report
5110,"Minute Tiffert Lakic , der seinen zweiten Treffer des Abends in Torjägermanier im Eins gegen Eins gegen Neuer markierte .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8 2 10 2 10,1 1 3 3 5 5 7 7 9 9 11 11,Lakic markieren Treffer seinen zweit der Abends gegen Neuer im Eins gegen,report
5111,"Volland setzte sich am Strafraum gegen Alaba , Ribery und Vidal durch , dann fälschte Süle seinen Schuss entscheidend ab .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8 8 10 4 12,1 1 3 3 5 5 7 7 9 9 11 11,Volland durchsetzen sich abfälschen Schuss am Strafraum gegen Alaba gegen Ribery fälschen Süle,report
5112,"Cissé schickt Makiadi rechts in den Strafraum steil , der passt in die Mitte zu Schuster , der Wiese im kurzen Eck überwindet .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8 8 10,1 1 3 3 5 5 7 7 9 9,Cissé schicken Makiadi in rechts der Strafraum passt Mitte zu Schuster,ticker
5113,Beck hat auf der rechten Seite viel Zeit zum Flanken .,A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 4 3,1 1 3 3 5 5 7 7,Beck haben Zeit recht Seite zum Flanke auf,ticker
5114,Draxler startet bei einem langen Ball wohl aus einer Abseitsposition .,A0 A1 A0 A1,0 2 0 4,1 1 3 3,Draxler starten ballen starten Abseitsposition,ticker
5115,"Kadlec setzt allerdings nach , bekommt das Leder noch vor der Linie und bedient Joselu , der in der Mitte die Kugel nur noch über die Linie drücken muss .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 6 8 8 10 8 4,1 1 3 3 5 5 7 7 9 9 11 11,Kadlec bekommen ledern bekommen Linie bedienen Joselu muss kugeln der Mitte der,ticker
5116,"Wieder ist es Boateng , der nach einer Flanke von Fuchs erneut per Kopf trifft .",A0 A1 A0 A1 A0 A1,0 2 0 4 2 6,1 1 3 3 5 5,Boateng treffen Flanke treffen Kopf von Fuchs,ticker
5117,"Makiadi verzögert im Strafraum geschickt , spielt dann zum freistehenden Flum , der das Spielgerät nur noch über die Linie schieben muss .",A0 A1 A0 A1 A0 A1,0 2 3 5 5 7,1 1 4 4 6 6,Makiadi schicken Strafraum Flum muss Spielgerät der Linie,ticker
5118,"Toller Angriff , schöner Treffer : Nach Doppelpass mit Ebert ist Lell auf rechts durch und bringt den Ball scharf und flach auf den ersten Pfosten .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 6 8 8 7,1 1 3 3 5 5 7 7 9 9,Lell durchsein Angriff durchsein Treffer bringen ballen erst Pfosten auf,ticker
5119,Dort setzt sich Kjaer gegen zwei Mainzer Kjaer und Torwart Müller durch und köpft unten links ein .,A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 0 2 5 2 7,1 1 3 3 4 4 6 6,Kjaer durchsetzen sich mainzer kjaer zwei und Müller,ticker
5120,Werder spielt einen Konter über di Santo und Petersen richtig zu Ende und entscheidet damit die Partie .,A0 A1 A0 A1 A0 A1,0 2 0 4 2 6,1 1 3 3 5 5,Werder spielen kontern entscheiden Partie zu enden,ticker
5121,"Baba flankt von links präzise nach innen , Matavz ist mit dem Kopf schneller dran und zeigt sich eiskalt .",A0 A1,0 2,1 1,Baba zeigen sich,ticker
5122,"Younes brach über den rechten Flügel durch und flankte nach innen , wo Joker Mlapa ebenfalls aus fünf Metern per Kopf auf 1:2 verkürzte .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 5 7 5 9 7 11,1 1 3 3 6 6 8 8 10 10,Younes durchbrechen Flügel der recht Mlapa verkürzen Meter verkürzen Kopf meter fünf,report
5123,"Castro treibt den Ball entschlossen durch das Mittelfeld und sieht im Augenwinkel , dass Rechtsverteidiger Jedvaj schwungvoll in den Strafraum durchstartet .",A0 A1 A0 A1 A0 A1,0 2 0 4 2 6,1 1 3 3 5 5,Castro treiben ballen sehen Augenwinkel der Mittelfeld,ticker
5124,Choupo-Moting ließ sich nicht zweimal bitten und verwandelte kühl vom Punkt .,A0 A1 A0 A1,0 2 0 4,1 1 3 3,Choupo-Moting lassen[neg] sich verwandeln[neg] Punkt,report
5125,Farfan tritt an und jagt den Ball rechts in die Maschen .,A0 A1 A0 A1 A0 A1,0 2 2 4 2 6,1 1 3 3 5 5,Farfan jagen ballen jagen rechts der Masche,ticker
5126,Raul steigt am höchsten und köpft unter Mithilfe des linken Innenpfostens aus sieben Metern ein .,A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8,1 1 3 3 5 5 7 7,Raul einköpfen Mithilfe der link link Innenpfostens meter sieben,ticker
5127,Jojic nimmt das Leder kurz an und zieht aus 16 Metern halbrechter Position ab .,A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 4 8 4 10 4 12,1 1 3 3 5 5 7 7 9 9 11 11,Jojic annehmen ledern abziehen Meter ledern kurz meter 16 meter halbrechter halbrechter Position,ticker
5128,Der Stürmer schaltet schnell und leitet herrlich in den Strafraum zum freien Gerhardt weiter .,A0 A1 A0 A1,0 2 2 4,1 1 3 3,Stürmer weiterleiten Strafraum zum Gerhardt,ticker
5129,Nach einer schnellen Kombination schüttelt Podolski Maza ab und überwindet dann noch Ulreich mit einem Flachschuss aus elf Metern .,A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 4 8 4 10,1 1 3 3 5 5 7 7 9 9,Podolski abschütteln Maza überwinden Ulreich schnell Kombination einer Flachschuss meter elf,ticker
5130,Schürrle verlädt Nikolov und netzt sicher ein .,A0 A1,0 2,1 1,Schürrle verladen Nikolov,ticker
5131,"Sararer luchst Arango die Kugel in der eigenen Hälfte ab und fährt den Konter , nimmt rechts Asamoah mit .",A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8,1 1 3 3 5 5 7 7,Sararer abluchst kugeln fahren kontern luchst Arango eigen Hälfte,ticker
5132,"Einmal mehr schließt Werner unglücklich ab , doch der Abpraller landet bei Keita , der aus sechs Metern draufhält und den Ball zum 1:1 in die Maschen schießt .",A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 4 8,1 1 3 3 5 5 7 7,Keita draufhält Meter schießen ballen meter sechs der Masche,ticker
5133,"Das Tüpfelchen : Abraham sprintet rechts die Linie lang , seine butterweiche Flanke vollendet Meier per Volleyschuss aus sieben Metern von halblinks überlegt wie gekonnt ins rechte Eck .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 2 8 9 2 9 4 9 6,1 1 3 3 5 5 7 7 10 10 11 11 12 12,Tüpfelchen sprinten Linie vollenden Flanke vollenden Meier sprinten rechts Abraham sprinten vollenden vollenden,ticker
5134,Nach einer Ecke täuscht Dié zweimal einen Distanzschuss an und zieht dann unwiderstehlich in den Strafraum .,A0 A1 A0 A1 A0 A1,0 2 0 4 2 6,1 1 3 3 5 5,Dié antäuschen Distanzschuss ziehen Strafraum einer Ecke,ticker
5135,"Der Abstauber aber fiel Stindl vor die Füße , der zum 3:2 vollendete .",A0 A1 A0 A1,0 2 2 4,1 1 3 3,Abstauber fallen Fuß fallen Stindl,report
5136,"Dafür legte er den Endstand durch Kruse auf , der in den Schlussminuten noch das halbe Dutzend vollmachte .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8 4 8,1 1 3 3 5 5 7 7 9 9,ich auflegen Endstand durch Kruse der Schlussminuten halbe Dutzend vollmachen,report
5137,Vidal köpft eine Flanke von Cman von links am zweiten Pfosten an die Unterkante der Latte .,A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8 2 10 6 5,1 1 3 3 5 5 7 7 9 9 11 11,Vidal köpfen Flanke von links zweit Pfosten der Unterkante der Latte am,ticker
5138,"Carvajal spielte Doppelpass mit Schürrle , tanzte Casteels aus und schob im Fallen aus spitzem Winkel ein .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 4 8 4 10,1 1 3 3 5 5 7 7 9 9,Carvajal spielen Doppelpass einschieben Falle mit Schürrle aus spitz spitz winkeln,report
5139,"Matip findet Choupo-Moting in der Gasse , Choupo-Moting bleibt aus 15 Metern halbrechter Position eiskalt und schiebt den Ball ins linke untere Eck .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8 6 10 6 12 6 14 8 16 8 18,1 1 3 3 5 5 7 7 9 9 11 11 13 13 15 15 17 17,Matip finden Choupo-Moting der Gasse bleiben Meter schieben ballen meter 15 meter halbrechter halbrechter Position untere Eck ins link,ticker
5140,Gregoritsch Schipplock und Müller düpieren die linke Abwehrseite der Niedersachsen .,A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 7 2,1 1 3 3 5 5 8 8,Schipplock düpieren Abwehrseite der link der Niedersachsen Müller düpieren,ticker
5141,An diesem Treffer hat Weiser den größten Anteil :,A0 A1 A0 A1,0 2 2 4,1 1 3 3,weise haben Anteil dies Treffer,ticker
5142,"Kehrer hat sich zuvor von Gegenspieler Grillitsch davongeschlichen , steigt nun höher als Bicakcic und köpft die Kugel überragend über Baumann hinweg ins Netz .",A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 4 8,1 1 3 3 5 5 7 7,Kehrer haben sich hinwegköpfen kugeln gegenspieler Grillitsch ins Netz,ticker
5143,"Plattenhardt bringt eine punktgenaue Flanke in die Mitte und findet Kalou , der den Kopf hinhält und aus sechs Metern das 2:5 erzielt .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 4 8 4 10 10 12 12 11,1 1 3 3 5 5 7 7 9 9 11 11 13 13,Plattenhardt bringen Flanke finden Kalou der Mitte hinhalten Kopf erzielen 2:5 sechs Meter aus,ticker
5144,Bei Rudy Freistoß von der linken Seite lassen die Fürther Firmino ziehen .,A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8,1 1 3 3 5 5 7 7,Fürther lassen Freistoß freistoß Rudy der link link Seite,ticker
5145,Meyer macht den Ausgleich !,A0 A1,0 2,1 1,Meyer machen Ausgleich,ticker
5146,"Maxim spielt den Stürmer sehenswert mit einem Lupfer in den Rücken der Abwehr hoch an , der vor Trapp eiskalt bleibt und den Ball mit rechts am Keeper vorbei ins linke Eck schiebt !",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 2 8 2 10 2 12 12 14 6 16 6 18 6 20 20 19,1 1 3 3 5 5 7 7 9 9 11 11 13 13 15 15 17 17 19 19 21 21,Maxim anspielen Stürmer bleiben Trapp schieben ballen abwehr hoch einer Lupfer der Rücken in Abwehr mit rechts am Keeper link Eck ins,ticker
5147,"Briand setzte vor dem Strafraum Kiyotake in Szene , der gegen Dante viel Platz zum Abschluss hatte und flach ins linke Toreck einschob .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8 4 10 10 12 10 14 8 16 8 18,1 1 3 3 5 5 7 7 9 9 11 11 13 13 15 15 17 17,Briand setzen Strafraum strafraum Kiyotake in Szene einschieben Toreck haben platzen gegen Dante zum Abschluss und flachen ins link,report
5148,"Nutznießer der Situation war Lanig , der nur noch den Fuß hinhalten musste .",A0 A1 A0 A1 A0 A1,0 2 0 4 0 6,1 1 3 3 5 5,Lanig sein Nutznießer sein Situation musste fußen,report
5149,Bei seinem Debüt in der Bundesliga stieg Batshuayi prompt zum Mann des Abends auf .,A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8,1 1 3 3 5 5 7 7,Batshuayi aufsteigen Debüt aufsteigen Mann der Bundesliga der Abends,report
5150,So konnte erst der Bremer Kruse das 3:1 erzielen .,A0 A1 A0 A1,0 2 2 4,1 1 3 3,Kruse können der der 3:1,report
5151,Nach einem Freistoß von Pinto entwickelt sich eine Fehlerkette bei der Eintracht .,A0 A1 A0 A1 A0 A1,0 2 2 4 2 6,1 1 3 3 5 5,Fehlerkette entwickeln sich einer Freistoß der Eintracht,ticker
5152,Dort behauptet Lasogga den Ball gegen Friedrich und Schmelzer und kann von der Grundlinie von rechts sogar nach innen flanken .,A0 A1 A0 A1 A0 A1,0 2 2 4 2 6,1 1 3 3 5 5,Lasogga behaupten ballen gegen Friedrich und Schmelzer,ticker
5153,"Wenige Minuten später bemühte Steinhaus nach einem Foul von Lustenberger an Elvedi im Strafraum , der dem Gladbacher die Bein weggezogen hatte , erneut den Video-Beweis und entschied folgerichtig auf Strafstoß , den Hazard eiskalt verwandelte .",A0 A1 A0 A1 A0 A1,0 2 2 4 5 7,1 1 3 3 6 6,Elvedi haben Bein der Gladbacher Strafstoß verwandeln Hazard,report
5154,"Zuerst kam Benaglio an eine Freistoß von Salihovicflanke nicht heran , sodass Süle am linken Pfosten zum 2:1 einköpfen durfte .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 5 7 7 9 7 11 7 13,1 1 3 3 6 6 8 8 10 10 12 12,Benaglio herankommen Freistoß von Salihovicflanke Süle dürfen Pfosten dürfen einköpfen am link zum 2:1,report
5155,"Brosinski ist auf der rechten Seite zuvor ebenfalls alleine , guckt , flankt hoch über Freund und Feind hinweg von rechts zum linken Fünfereck .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 5 7 5 9 5 11,1 1 3 3 6 6 8 8 10 10,Brosinski sein Seite der recht Freund flanken hoch von rechts zum link,ticker
5156,"Marx verlängerte am rechten Fünfereck per Kopf zu de Jong , der aus sechs Metern zum 1:0 in die Maschen einköpfte .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8 9 11 9 13 11 15,1 1 3 3 5 5 7 7 10 10 12 12 14 14,Marx verlängern Fünfereck verlängern Kopf zu de_Jong am recht de einköpfte Meter einköpfte Masche meter sechs,report
5157,Bittencourt macht Dampf über links und spielt dann zentral vor dem Strafraum Huszti an .,A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 4 8,1 1 3 3 5 5 7 7,Bittencourt machen dampfen anspielen Strafraum über links strafraum Huszti,ticker
5158,Raffael gewinnt an der Seitenlinie das Bodenduell gegen Klose .,A0 A1 A0 A1 A0 A1,0 2 2 4 2 6,1 1 3 3 5 5,Raffael gewinnen Bodenduell der Seitenlinie gegen Klose,ticker
5159,"Pulisic schiebt rechts an , nach Ablage von Ramos knallt Guerreiro aufs rechte Eck .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8 2 10,1 1 3 3 5 5 7 7 9 9,Pulisic knallen Ablage knallen Eck knallen Guerreiro von Ramos aufs rechte,ticker
5160,Inui legt vor dem Strafraum ab auf Valdez .,A0 A1 A0 A1,0 2 0 4,1 1 3 3,Inui ablegen Strafraum ablegen Valdez,ticker
5161,Kessler foult Müller nach Pass von Kroos .,A0 A1 A0 A1 A0 A1,0 2 2 4 2 6,1 1 3 3 5 5,Kessler foulen Müller nach Pass von Kroos,ticker
5162,Muto behält die Übersicht und lenkt das hohe Zuspiel von Bojan ins lange Eck zum 3:2 .,A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 4 6 4 8 8 7,1 1 3 3 5 5 7 7 9 9,Muto behalten Übersicht lenken Zuspiel von Bojan lang Eck ins,ticker
5163,Dort braucht Goretzka aus kurzer Distanz nur noch einzuschieben .,A0 A1 A0 A1,0 2 2 4,1 1 3 3,Goretzka brauchen Distanz aus kurz,ticker
5164,Lewandowski schnappt sich den Abpraller und nickt aus Nahdistanz ein .,A0 A1 A0 A1 A0 A1,0 2 0 4 0 6,1 1 3 3 5 5,Lewandowski schnappen sich schnappen Abpraller einnicken Nahdistanz,ticker
5165,"Dié marschierte durch das Mittelfeld und bediente Ginczek , der vor Wolf eiskalt per Außenristschuss den vielumjubelten Siegtreffer erzielte .",A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 4 6 6 8,1 1 3 3 5 5 7 7,Dié marschieren Mittelfeld bedienen Ginczek erzielen Siegtreffer per Außenristschuss,report
5166,"Einen weiteren langen Ball verlängerte Niederlechner , Bregerie verschätzte sich komplett und ermöglichte Philipp die Chance , der aus 14 Metern eiskalt in die lange Ecke vollstreckte .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 4 6 6 8 6 10 8 12 8 14,1 1 3 3 5 5 7 7 9 9 11 11 13 13,Niederlechner verschätzen sich ermöglichen Chance ermöglichen Philipp vollstreckte Meter vollstreckte Ecke meter 14 der lang,report
5167,"Höger grätschte von hinten gegen Heller , erwischte seinen Gegenspieler aber nicht .",A0 A1,0 2,1 1,Höger grätschen Heller,report
5168,Bellinghausen bedankt sich und schweißt den Ball aus elf Metern in die Maschen .,A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 4 6 4 8 6 5,1 1 3 3 5 5 7 7 9 9,Bellinghausen bedanken sich schweißen ballen elf Meter der Masche aus,ticker
5169,"Nach Pass auf Lewandowski lässt Lewandowski abtropfen in den Lauf von Robben , im Zentrum macht dann auch noch wieder der unglückliche Guilavogui die Tür .",A0 A1 A0 A1,0 2 2 4,1 1 3 3,Guilavogui machen Tür im Zentrum,ticker
5170,": Prib hat auf der linken Seite ganz viel Platz zum Flanken und findet den völlig freistehenden Stindl , der ins kurze Eck einköpft !",A0 A1 A0 A1,0 2 2 4,1 1 3 3,Stindl einköpft Eck ins kurze,ticker
5171,"Der Kopfball von Piszczekklärung landet bei Sahan , der nicht lange fackelt , volley abzieht und den Ball ins rechte Eck nagelt .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 2 8 6 10 10 9,1 1 3 3 5 5 7 7 9 9 11 11,Piszczekklärung landen Kopfball abziehen volley nageln ballen bei Sahan rechte Eck ins,ticker
5172,Dort nimmt Aubameyang aus sieben Meter per Kopf ab und trifft zum 1:1 .,A0 A1 A0 A1 A0 A1,0 2 0 4 2 6,1 1 3 3 5 5,Aubameyang abnehmen Meter abnehmen Kopf meter sieben,ticker
5173,"Gündogan geht einige Meter und legt dann quer zu Kagawa , der von Lukimya nicht angegriffen wird und freistehend an Casteels vorbei ins Tor einschießt .",A0 A1 A0 A1,0 2 0 4,1 1 3 3,Gündogan gehen Meter einschießen Tor,ticker
