,tgt,label,node1,node2,nodes,ctx
4261,"lahm legt quer auf luiz gustavo , der aus 30 metern mit einem fulminanten knaller genau ins linke eck trifft .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 2 8 2 10,1 1 3 3 5 5 7 7 9 9,luiz treffen meter treffen knaller treffen eck meter 30 ins link,ticker
4262,"sirigu spielte auf heller , dessen maßgerechte rechtsflanke platte am ersten pfosten per kopf vor söyüncü aus drei metern an schwolow vorbei ins kurze eck nickte .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 3 5 3 7 3 9 5 11 5 13 5 15 5 17 5 19,1 1 4 4 6 6 8 8 10 10 12 12 14 14 16 16 18 18,sirigu spielen heller rechtsflanke nicken pfosten nicken kopf nicken eck vor söyüncü am erst meter drei an schwolow ins kurze,report
4263,"nach seinem pass nach rechts flankte kimmich punktgenau auf lewandowski , der volley mit der linken innenseite aus sieben metern überlegt ins linke eck vollstreckte .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 5 7 7 9 7 9 7 12 7 14,1 1 3 3 6 6 8 8 10 10 11 11 13 13,punktgenau flanken pass nach rechts lewandowski überlegen innenseite der link ins meter sieben link eck,report
4264,niedermeier sprang nach einer flanke von gentner von der rechten seite am höchsten und nickte das leder wuchtig und mit gierigem gesichtsausdruck zum 3:1 ins linke eck .,A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8 2 10 4 12 12 11,1 1 3 3 5 5 7 7 9 9 11 11 13 13,niedermeier springen flanke nicken ledern von gentner der recht recht seite link eck ins,report
4265,im strafraum spritzt guilavogui in die flugkurve des balles und hält den rechten fuß hin .,A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 2 8 6 10,1 1 3 3 5 5 7 7 9 9,guilavogui spritzen strafraum spritzen flugkurve hinhalten fußen der ball der recht,ticker
4266,"kohr steckte die kugel perfekt in den lauf von bailey , der im strafraum äußerst cool blieb und den ball mit dem linken außenrist am herauskommenden keeper gulacsi vorbeilegte .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 6 8 6 10 10 12 10 14 12 11 14 13,1 1 3 3 5 5 7 7 9 9 11 11 13 13 15 15 16 16,kohr stecken kugeln der laufen von bailey bleiben strafraum vorbeilegte ballen link außenrist keeper gulacsi mit am,report
4267,der bosnier macht aus zehn metern seinen doppelpack perfekt .,A0 A1 A0 A1 A0 A1,0 2 2 4 4 3,1 1 3 3 5 5,bosnier machen doppelpack zehn meter aus,ticker
4268,und im zentrum war herrmann schneller als strobl und schoss vom vorderen fünfereck an baumann vorbei zum 2:1 ein .,A0 A1 A0 A1,0 2 2 4,1 1 3 3,herrmann einschoss fünfereck an baumann,report
4269,hugo almeida hämmerte einen indirekten freistoß humorlos aus 22 metern in die maschen .,A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 4 3,1 1 3 3 5 5 7 7,hugo hämmern freistoß 22 meter der masche aus,report
4270,der eingewechselte selke schnürte binnen kurzer zeit einen doppelpack .,A0 A1 A0 A1 A0 A1,0 2 2 4 4 3,1 1 3 3 5 5,selke schnüren doppelpack kurz zeit binnen,report
4271,der belgier hazard bleibt immens cool und schweißt den ball souverän halblinks ins tor .,A0 A1 A0 A1 A0 A1,0 2 2 4 2 6,1 1 3 3 5 5,belgier schweißen ballen souverän halblinks ins tor,ticker
4272,nach ecke von barnetta stand choupo-moting wieder von harnik vernachlässigt völlig blank und köpfte aus neun metern in den rechten winkel .,A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 5 7 5 9,1 1 3 3 6 6 8 8,choupo-moting stehen ecke von barnetta meter meter neun der recht,report
4273,"ribery hat viel platz auf dem flügel , flankt scharf an den langen pfosten .",A0 A1 A0 A1,0 2 2 4,1 1 3 3,ribery haben platzen der flügel,ticker
4274,"beerens bringt eine flanke rein , kalou lenkt die kugel mit der hacke an den strafraum , wo stocker angerauscht kommt und flach abzieht .",A0 A1 A0 A1 A0 A1 A0 A1,0 2 3 5 5 7 5 9,1 1 4 4 6 6 8 8,beerens reinbringen flanke kalou lenken kugeln der hacke der strafraum,ticker
4275,junuzovic macht es direkt und zirkelt den ball über die vier-mann-mauer in den rechten winkel .,A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 4 6 4 8 4 10,1 1 3 3 5 5 7 7 9 9,junuzovic machen ich zirkeln ballen der vier-mann-mauer der recht recht winkeln,ticker
4276,"der spanier kam im fünfer an den ball , legte diesen mit links sehenswert am herausstürzenden zieler vorbei und vollendete gekonnt mit rechts ins kurze eck .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 0 8 6 10 6 12 8 14 8 16,1 1 3 3 5 5 7 7 9 9 11 11 13 13 15 15,spanier kommen fünfer kommen ballen legen raul vollenden eck mit links herausstürzenden zieler mit rechts ins kurze,report
4277,nach der ecke von plattenhardt köpft stark auf das tor .,A0 A1 A0 A1 A0 A1,0 2 0 4 2 6,1 1 3 3 5 5,stark köpfen ecke köpfen tor von plattenhardt,ticker
4278,"meier nickt inuis freistoßflanke aufs tor , manninger pariert klasse .",A0 A1 A0 A1 A0 A1,0 2 2 4 2 6,1 1 3 3 5 5,meier nicken freistoßflanke freistoßflanke inuis aufs tor,ticker
4279,dort steht dante ungedeckt und köpft mit einem aufsetzer ins rechte untere eck ein .,A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 4 8,1 1 3 3 5 5 7 7,dante stehen ungedeckt einköpfen aufsetzer einköpfen eck ins rechte,ticker
4280,"gentner hebt den ball aus dem halbfeld in den sechzehner , wo niedermeier die kugel klasse stoppt und vor friedrich aus zehn metern ins linke eck hämmert .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 7 9 7 11 7 13 11 15 11 17 11 19,1 1 3 3 5 5 8 8 10 10 12 12 14 14 16 16 18 18,gentner heben ballen der halbfeld der sechzehner niedermeier stoppen kugeln hämmern meter hämmern eck vor friedrich meter zehn ins link,ticker
4281,"dort lauert junuzovic , der einen schlenker nach links einlegt und adler mit einem humorlosen flachschuss überwindet .",A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 4 8,1 1 3 3 5 5 7 7,junuzovic einlegen schlenker überwinden adler nach links humorlos flachschuss,ticker
4282,"götze hat viel raum und bedankt sich , indem er aus 14 metern ins rechte eck vollendet .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 0 8 6 10 6 12,1 1 3 3 5 5 7 7 9 9 11 11,götze haben raum bedanken sich vollenden meter vollenden eck meter 14 ins rechte,ticker
4283,"zuvor war van der vaart geblockt worden , der ball sprang zum besten hamburger , der eiskalt einnetzte .",A0 A1 A0 A1,0 2 3 5,1 1 4 4,van sein werden ballen springen hamburger,ticker
4284,"trybull köpfte nach einer freistoß-flanke von links im fünfmeteraum nach rechts zum völlig freistehenden rosenberg , der den ball per kopf aus kurzer distanz ins rechte toreck einnickte .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8 2 10 10 12 12 14 12 16 12 18 12 20 16 15,1 1 3 3 5 5 7 7 9 9 11 11 13 13 15 15 17 17 19 19 21 21,trybull köpfen freistoß-flanke von links im fünfmeteraum nach rechts zum rosenberg einnickte ballen per kopf kurz distanz ins rechte rechte toreck aus,report
4285,"dort behielt der schlussmann die oberhand , bei lezcanos kopfball direkt im anschluss war er geschlagen .",A0 A1,0 2,1 1,schlussmann behalten oberhand,report
4286,"zuber verpasst das leder noch , in der mitte lauert aber uth .",A0 A1 A0 A1 A0 A1,0 2 0 4 0 6,1 1 3 3 5 5,zuber verpasst ledern lauern mitte lauern uth,ticker
4287,der schuss von son aus 17 metern landet perfekt im langen eck .,A0 A1,0 2,1 1,schuss landen eck,ticker
4288,"draxler setzt sich links im strafraum durch und legt dann quer auf farfan , der ins leere tor einschiebt .",A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 7 9,1 1 3 3 5 5 8 8,draxler durchsetzen sich setzen links im strafraum farfan einschieben tor,ticker
4289,"einen doppelpass mit lewandowski , ehe der niederländer die kugel freistehend vor baumann ins tor streichelt .",A0 A1 A0 A1,0 2 2 4,1 1 3 3,niederländer streicheln kugeln ins tor,ticker
4290,rolfes setzt sich gegen meier durch und verwandelt aus der drehung .,A0 A1 A0 A1 A0 A1,0 2 0 4 2 6,1 1 3 3 5 5,rolfes durchsetzen sich verwandeln drehung gegen meier,ticker
4291,"nach einem , aus mainzer sicht , glücklich zustande gekommenen eckball , weil muto den ball als letzter berührt hatte , beförderte der am fünfmeterraum völlig freistehende bell das spielgerät über die linie .",A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8,1 1 3 3 5 5 7 7,bell befördern eckball haben muto der ballen als letzter,report
4292,"die ecke von tiffert an den fünfmeterraum findet diesmal amedick , der nur leicht bedrängt von zwei schalkern ins rechte toreck einköpft .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8 2 10 8 12 8 14,1 1 3 3 5 5 7 7 9 9 11 11 13 13,tiffert finden amedick der ecke der fünfmeterraum einköpft schalkern einköpft toreck schalkern zwei ins rechte,ticker
4293,"über son und van der vaart kam der ball in den lauf von rudnevs , der durch die beine des keepers aus etwa 15 metern ins tor einschoss .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 6 8 8 10 8 12 8 14,1 1 3 3 5 5 7 7 9 9 11 11 13 13,ballen kommen son kommen laufen von rudnevs einschoss bein der keeper meter 15 ins tor,report
4294,"doch stattdessen fliegt der ball erneut in den strafraum , wo muto den einlaufenden serdar bedient und dieser aus kurzer distanz hradecky überwindet .",A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 4 6 6 5,1 1 3 3 5 5 7 7,muto bedienen serdar überwinden hradecky kurz distanz aus,ticker
4295,der gerade gekommene leitner schnappt scih gleich einen assist :,A0 A1,0 2,1 1,leitner schnappen assist,ticker
4296,"tymoshchuk erkämpft den ball , den sich ribery schnappt und robben links auf die reise schickt .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 7 4 7 6 6 11 6 13,1 1 3 3 5 5 8 8 9 9 10 10 12 12,tymoshchuk erkämpfen ballen schnappen sich schicken robben ribery schnappen schicken schicken links der reisen,ticker
4297,"und lahm im zusammenspiel tempo auf den platz brachten , zerfiel die abwehr und gomez hatte zeit und platz für sein zweites tor .",A0 A1 A0 A1 A0 A1,0 2 2 4 2 6,1 1 3 3 5 5,lahm bringen tempo im zusammenspiel der platzen,report
4298,am zweiten pfosten hat die mainzer abwehr aubameyang nicht auf dem schirm .,A0 A1 A0 A1 A0 A1,0 2 0 4 2 6,1 1 3 3 5 5,abwehr haben pfosten haben schirmen am zweit,ticker
4299,"ein abgefälschter ball gelangte zu raul , der sich danach stark gegen daems und anderson durchsetzte und dann aus 14 metern mit einem linksschuss ins rechte eck zum vielumjubelten ausgleich einnetzte .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 0 8 0 10 2 12 2 14 4 16 4 18,1 1 3 3 5 5 7 7 9 9 11 11 13 13 15 15 17 17,raul durchsetzen sich einnetzte meter einnetzte linksschuss einnetzte eck einnetzte ausgleich gegen daems und anderson meter 14 ins rechte,report
4300,selke nimmt den ball an und hämmert ihn anschließend humorlos an horn vorbei ins tor .,A0 A1 A0 A1 A0 A1,0 2 0 4 0 6,1 1 3 3 5 5,selke annehmen ballen an horn ins tor,ticker
4301,prib nimmt aus über 20 metern genau maß und versenkt den ball sehenswert im linken eck .,A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8 6 5 4 11 4 13,1 1 3 3 5 5 7 7 9 9 10 10 12 12,prib nehmen maßen versenken ballen 20 meter 20 über aus im link link eck,ticker
4302,dort kommt dante fast unbedrängt zum kopfball und platziert den ball zentral in die tormitte .,A0 A1 A0 A1 A0 A1,0 2 0 4 4 6,1 1 3 3 5 5,dante kommen kopfball platziert ballen der tormitte,ticker
4303,"die endgültige entscheidung : mkhitaryan nutzt einen konter und viel freiraum zum zuspiel auf aubameyang , der so aus sieben metern auch noch "" sein",A0 A1 A0 A1,0 2 3 2,1 1 4 4,entscheidung nutzen kontern mkhitaryan nutzen,ticker
4304,"grün entschärfte den rechtssschuss des niederländers , aber mandzukic stand goldrichtig und staubte per kopf ab .",A0 A1 A0 A1 A0 A1,0 2 2 4 5 7,1 1 3 3 6 6,grün entschärfen rechtssschuss der niederländer mandzukic abstauben kopf,report
4305,"nach hunts linksflanke verlängert rosenberg per kopf , und am zweiten pfosten netzt pizarro aus vier metern ins kurze eck ein .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 7 9 7 11 9 13 9 15,1 1 3 3 5 5 8 8 10 10 12 12 14 14,rosenberg verlängern hunts verlängern kopf hunts linksflanke pizarro einnetzt pfosten einnetzt eck am zweit ins kurze,ticker
4306,"demirbay spielte kramaric auf rechts frei , dessen flache flanke auf den zweiten pfosten landete beim durchgestarteten wagner , der die kugel aus kurzer distanz zum 1:0 über die linie drückte .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 5 7 7 9 9 11 9 13 11 10,1 1 3 3 6 6 8 8 10 10 12 12 14 14,demirbay freispielen kramaric auf rechts flanke landen wagner drücken kugeln kurz distanz der linie aus,report
4307,"der berliner agierte zu tölpelhaft gegen selke und verursachte einen elfmeter , den ibisevic zum anschluss verwandelte .",A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 4 6 6 8,1 1 3 3 5 5 7 7,berliner agieren selke verursachen elfmeter verwandeln ibisevic zum anschluss,report
4308,"arnold führte eine ecke kurz aus , malli flankte , didavi übersprang juan bernat am zweiten pfosten und überwand ulreich .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 7 9 7 11 9 13 13 12,1 1 3 3 5 5 8 8 10 10 12 12 14 14,arnold ausführen ecke flanken malli ecke kurz didavi überspringen juan_bernat überwinden ulreich zweit pfosten am,report
4309,nach einer ecke von hazard gelangt der ball zu stindl .,A0 A1 A0 A1 A0 A1,0 2 2 4 2 6,1 1 3 3 5 5,ballen langen ecke zu stindl von hazard,ticker
4310,"nach seinem zuspiel scheiterte robben an zieler , aber den abpraller schob der dribbelkünstler überlegt aus sieben metern am keeper vorbei über die linie .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 5 7 7 9 10 12 10 14,1 1 3 3 6 6 8 8 11 11 13 13,robbe scheitern zuspiel scheitern zieler dribbelkünstler schieben abpraller der linie meter meter sieben am keeper,report
4311,so kann werner aus zwölf metern locker ins rechte eck einschieben .,A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8,1 1 3 3 5 5 7 7,werner können meter meter zwölf ins rechte rechte eck,ticker
4312,so hatte herrmann freie bahn und schob ins halbleere tor zum 1:0 ein .,A0 A1 A0 A1 A0 A1,0 2 0 4 0 6,1 1 3 3 5 5,herrmann haben bahnen einschieben tor einschieben 1:0,report
4313,"nach einer von bregerie unglücklich abgefälschten flanke von schöpf landete der ball genau bei burgstaller , der bereits in der nachspielzeit ins rechte eck vollstreckte .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8 4 10 4 12 10 14,1 1 3 3 5 5 7 7 9 9 11 11 13 13,ballen landen flanke landen burgstaller von bregerie von schöpf vollstreckte nachspielzeit vollstreckte eck ins rechte,report
4314,"stindl schiebt rüber auf herrmann , den die mainz-abwehr nicht richtig wahrnimmt .",A0 A1,0 2,1 1,mainz-abwehr wahrnehmen[neg] herrmann,ticker
4315,"dort steht dembelé bereit , der die kugel rotzfrech gegen die laufrichtung von benaglio köpft .",A0 A1 A0 A1,0 2 2 4,1 1 3 3,dembelé köpfen kugeln der laufrichtung,ticker
4316,der aufmerksame hübers fing einen pass von rekik ab und leitet den schnellen konter ein :,A0 A1 A0 A1 A0 A1,0 2 0 4 2 6,1 1 3 3 5 5,hübers abfangen pass einleiten kontern von rekik,report
4317,"erneut verlängerte amedick einen weiten einwurf von dick auf den zweiten pfosten , wo der israeli hinkel übersprang und per kopf das 1:0 markierte .",A0 A1 A0 A1 A0 A1,0 2 2 4 5 2,1 1 3 3 6 6,der markieren 1:0 per kopf hinkel markieren,report
4318,bei bartels flanke von der rechten eckfahne spritzt der bremer zwischen matip und hadergjonaj gedankenschnell dazwischen und befördert die kugel so aus fünf metern in die maschen .,A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8 2 10 2 12 2 14 4 16 4 18 16 15,1 1 3 3 5 5 7 7 9 9 11 11 13 13 15 15 17 17 19 19,bremer spritzen flanke befördern kugeln zwischen matip flanke bartels der recht recht eckfahne und hadergjonaj fünf meter der masche aus,ticker
4319,"eine flache flanke von schürrle von rechts kriegen die borussen nicht geklärt , dann schlägt auch arnold über den ball .",A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 7 9,1 1 3 3 5 5 8 8,borussen kriegen flanke von schürrle von rechts arnold schlagen ballen,ticker
4320,"minute widerstand die tsg den angriffswellen , dann aber fand gündogans zuspiel mkhitaryan , und mkhitaryan vollendete mit platziertem linksschuss von halblinks ins lange eck .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 5 7 5 9 7 11 7 13,1 1 3 3 6 6 8 8 10 10 12 12,tsg widerstehen minute der angriffswellen mkhitaryan vollenden linksschuss vollenden eck von halblinks ins lang,report
4321,"xhaka steckt zu herrmann durch , der wieder viel platz bekommt und diesmal flach vor das tor gibt .",A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 6 8,1 1 3 3 5 5 7 7,xhaka durchstecken herrmann bekommen platzen geben tor diesmal flachen,ticker
4322,sorg bringt den dadurch frei stehenden mehmedi ins spiel .,A0 A1 A0 A1,0 2 2 4,1 1 3 3,sorg bringen mehmedi ins spielen,ticker
4323,"im zentrum steht ingolstadt eigentlich gut , bis terrazzino auf rudy weitergibt .",A0 A1,0 2,1 1,ingolstadt stehen zentrum,ticker
4324,ein langer pass erreicht renato augusto rechts am strafraum .,A0 A1 A0 A1 A0 A1,0 2 2 4 2 6,1 1 3 3 5 5,pass erreichen renato_augusto erreichen rechts am strafraum,ticker
4325,burgstaller bedient den in der mitte durchgestarteten und freien goretzka gedankenschnell .,A0 A1 A0 A1,0 2 2 4,1 1 3 3,burgstaller bedienen goretzka der mitte,ticker
4326,"lahm findet robben rechts auf der außenbahn , der niederländer umdribbelt pogatetz und balitsch und netzt aus spitzem winkel mit hilfe des linken innenpfostens ein .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 2 8 2 10 10 12 4 14 4 16 4 18,1 1 3 3 5 5 7 7 9 9 11 11 13 13 15 15 17 17,lahm einfinden robben netzt winkeln netzt hilfe auf rechts der außenbahn auf pogatetz aus spitz der link link innenpfostens,ticker
4327,roger steht bereit und zirkelt das leder aus 20 metern perfekt ins rechte obere toreck .,A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8 4 3,1 1 3 3 5 5 7 7 9 9,roger zirkeln ledern 20 meter obere toreck ins rechte aus,ticker
4328,"dort lauert raffael , der volles risiko geht und volley aus zehn metern ins rechte eck vollendet .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 4 8 4 10 4 12,1 1 3 3 5 5 7 7 9 9 11 11,der gehen risiko vollenden meter vollenden eck vollenden volley meter zehn ins rechte,ticker
4329,"dort rutscht die kugel zu altintop durch , der kaltschnäuzig aus 15 metern vollendet .",A0 A1 A0 A1,0 2 2 4,1 1 3 3,verhaegh vollenden meter meter 15,ticker
4330,"der ball landete bei hasebe , der aus 17 metern wuchtig vollendete .",A0 A1 A0 A1,0 2 2 4,1 1 3 3,hasebe vollenden meter meter 17,report
4331,keita kommt an den ball und setzt zum solo an .,A0 A1 A0 A1,0 2 0 4,1 1 3 3,keita kommen ballen ansetzen solo,ticker
4332,"christensen misslingt ein rückpass , embolo setzt energisch nach und sich erst gegen den herausgeeilten sommer , dem der ball durch die beine springt , und dann auch robust gegen embolo durch , ehe er den ball über die linie bugsiert .",A0 A1 A0 A1 A0 A1 A0 A1,0 2 3 5 3 7 8 3,1 1 4 4 6 6 9 9,christensen misslingt rückpass ballen springen bein der linie embolo bugsieren,ticker
4333,im eigenen strafraum legt boka per hacke ungewollt für ya konan auf .,A0 A1 A0 A1 A0 A1,0 2 0 4 2 6,1 1 3 3 5 5,boka auflegen strafraum auflegen hacke für ya_konan,ticker
4334,zagadou schloss nach einem querschläger von bakalorz präzise ab .,A0 A1 A0 A1,0 2 2 4,1 1 3 3,zagadou abschloss querschläger von bakalorz,report
4335,nur 100 sekunden nach dem führungstreffer des franzosen legte bittencourt nach toller vorarbeit von osako nach .,A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 2 8 2 10,1 1 3 3 5 5 7 7 9 9,bittencourt nachlegen sekunde nachlegen führungstreffer nachlegen vorarbeit der franzose von osako,report
4336,diesmal wählt wagner die rechte torecke und verwandelt wieder sicher .,A0 A1 A0 A1,0 2 2 4,1 1 3 3,wagner wählen torecke der rechte,ticker
4337,"szalai scheitert noch an weidenfeller , von dem der ball aber zurück zu meyer prallt , der dann aus spitzem winkel abstaubt .",A0 A1 A0 A1 A0 A1,0 2 3 5 5 7,1 1 4 4 6 6,szalai scheitern weidenfeller meyer abstauben winkeln aus spitz,ticker
4338,"nach müllers einwurf kommt pranjic links gegen fritz zur flanke , robben spritzt im fünfer in den ball und drückt diesen vor silvestre über die linie .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8 2 10 11 13 11 15 11 17 17 19 17 21,1 1 3 3 5 5 7 7 9 9 12 12 14 14 16 16 18 18 20 20,pranjic kommen einwurf kommen links gegen fritz einwurf müllers zur flanke robbe spritzen fünfer spritzen ballen drücken robben vor silvestre der linie,ticker
4339,"nach einem einwurf schickt hazard kruse mit einem pass an die grundlinie , von wo kruse nach innen flankt .",A0 A1 A0 A1 A0 A1,0 2 0 4 0 6,1 1 3 3 5 5,kruse schicken einwurf schicken pass schicken grundlinie,ticker
4340,"dort scheitert holtby im ersten versuch mit der hacke noch an fährmann , im zweiten anlauf klappt 's dann aber und holtby drückt den ball mit der brust über die linie .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 2 8 2 10 4 12 6 14 6 16,1 1 3 3 5 5 7 7 9 9 11 11 13 13 15 15,holtby scheitern versuchen klappen anlauf drücken ballen im erst der hacke im zweit der brust der linie,ticker
4341,olic wird schön in den sechzehner geschickt und spitzelt den ball mit übersicht weiter richtung zweiter pfosten .,A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8,1 1 3 3 5 5 7 7,olic spitzeln ballen spitzeln richtung mit übersicht zweit pfosten,ticker
4342,subotic befreit die dortmunder gemüter :,A0 A1,0 2,1 1,subotic befreien gemüt,ticker
4343,"bicakcic will in höchster not gegen szalai klären , schießt aber den stürmer an .",A0 A1,0 2,1 1,bicakcic anschießen stürmer,ticker
4344,"hazard narrt dann zwei gegenspieler , marschiert in den strafraum und trifft ins lange eck .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 2 8 6 10,1 1 3 3 5 5 7 7 9 9,hazard narren gegenspieler marschieren strafraum treffen eck gegenspieler zwei ins lang,ticker
4345,"cigerci brachte den ball in die gefahrenzone , wo sich der kurz zuvor eingewechselte wagner im kopfballduell gegen schwaab durchsetzte und zum 2:1 einnickte .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 5 7 7 9 7 11,1 1 3 3 6 6 8 8 10 10,cigerci bringen ballen der gefahrenzone wagner durchsetzen sich im kopfballduell gegen schwaab,report
4346,nach einer ecke von pander schraubte sich haggui höher als oehrl und köpfte das leder unhaltbar für keeper jentzsch ein .,A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8 2 10 4 12,1 1 3 3 5 5 7 7 9 9 11 11,haggui schrauben sich einköpfen ledern einer ecke als oehrl von pander für keeper,report
4347,"nach einer ecke kommt choupo-moting am linken pfosten an den ball , hebt den ball mal auf gut glück in die mitte und klose fälscht entscheidend ab .",A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 2 8,1 1 3 3 5 5 7 7,choupo-moting kommen ecke kommen pfosten kommen ballen am link,ticker
4348,"verhaeghs abschluss wehrt horn zur seite und genau in die füße von djurdjic ab , der den ball nur über die linie bugsieren muss !",A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 5 7 7 9,1 1 3 3 6 6 8 8,verhaeghs abwehren horn zur seite djurdjic muss ballen der linie,ticker
4349,oehrl legt vor dem strafraum ab für koo .,A0 A1 A0 A1,0 2 2 4,1 1 3 3,oehrl ablegen strafraum für koo,ticker
4350,"raul erobert die kugel , mertesacker versucht zu retten , was nicht zu retten ist , und der spanier lupft den ball sahnemäßig über wiese ins tor .",A0 A1 A0 A1 A0 A1 A0 A1,0 2 3 5 5 7 5 9,1 1 4 4 6 6 8 8,raul erobern kugeln spanier lupfen ballen über wiese ins tor,ticker
4351,die ecke von demirbay von der linken seite darf bicakcic völlig frei ins linke toreck köpfen .,A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8 2 10 2 10 2 13,1 1 3 3 5 5 7 7 9 9 11 11 12 12,demirbay dürfen ecke dürfen seite dürfen bicakcic dürfen köpfen der link ins link toreck,ticker
4352,"kohr leitet zentral weiter auf die linke seite , wo caiuby völlig frei steht und aus 13 metern per rechtsschuss ins rechte untere eck einnetzt .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 5 7 5 9 7 11 7 13 7 15,1 1 3 3 6 6 8 8 10 10 12 12 14 14,kohr leiten seite der link caiuby einnetzt meter einnetzt eck meter 13 per rechtsschuss ins rechte,ticker
4353,"reus nutzte das geschickt aus , ging zu boden und bekam den foulelfmeter , reus daems sicher verwandelte .",A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 4 6 6 0,1 1 3 3 5 5 7 7,reus gehen boden bekommen foulelfmeter verwandeln daems daems,report
4354,"direkt geht es weiter auf kramaric nach halblinks und frei vor gulacsi behält kramaric den überblick , legt noch einmal quer , so dass amiri ins leere tor einschieben kann .",A0 A1,0 2,1 1,kramaric behalten überblick,ticker
4355,kramarics dribbling bringt die mainzer abwehr in unordnung .,A0 A1 A0 A1,0 2 2 4,1 1 3 3,dribbling bringen abwehr in unordnung,ticker
